Company name Latin alphabet,"City
Latin Alphabet",Attribute,Date,Value
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,NPL,2019,2.61175762
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,NPL,2018,3.000997382
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,NPL,2017,3.484012588
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Total assets EUR,2023,36631.249
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Total assets EUR,2022,33622.859
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Total assets EUR,2021,30959.199
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Total assets EUR,2020,27731.472
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Total assets EUR,2019,25813.326
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Total assets EUR,2018,24251.995
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Total assets EUR,2017,23695.189
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Loan Ratio,2023,72.58492333
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Loan Ratio,2022,73.92605727
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Loan Ratio,2021,74.15801035
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Loan Ratio,2020,74.12902928
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Loan Ratio,2019,74.28006372
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Loan Ratio,2018,74.02639247
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Loan Ratio,2017,72.13722583
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Total customer deposits EUR,2023,10394.315
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Total customer deposits EUR,2022,10112.396
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Total customer deposits EUR,2021,8941.26
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Total customer deposits EUR,2020,7189.786
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Total customer deposits EUR,2019,6628.692
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Total customer deposits EUR,2018,6321.351
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Total customer deposits EUR,2017,5913.418
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,LLP,2023,1.897578672
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,LLP,2022,1.972986549
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,LLP,2021,2.21774871
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,LLP,2020,2.608225803
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,LLP,2019,3.034263664
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,LLP,2018,3.529533207
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,LLP,2017,4.584549677
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Deposit Ratio,2023,0.283755408
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Deposit Ratio,2022,0.300759552
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Deposit Ratio,2021,0.28880786
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Deposit Ratio,2020,0.259264492
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Deposit Ratio,2019,0.25679341
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Deposit Ratio,2018,0.260652825
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Deposit Ratio,2017,0.249561968
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Standard deviation of ROAA,2023,0.085675183
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Standard Deviation of ROAA,2022,0.103489765
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Standard Deviation of ROAA,2021,0.110819697
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Standard Deviation of ROAA,2020,0.064232877
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Standard Deviation of ROAA,2019,0.059880214
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Standard Deviation of ROAA,2018,0.061729237
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Standard Deviation of ROAA,2017,0.044854127
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Z Score,2023,5.066175081
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Z Score,2022,4.9587031
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Z score,2021,4.824353756
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Z Score,2020,5.483652328
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Z Score,2019,5.549784483
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Z Score,2018,5.46751629
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,LATTES,Z Score,2017,5.77646365
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Return on average assets (ROAA),2023,0.493839577
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Return on average assets (ROAA),2022,0.359262801
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Return on average assets (ROAA),2021,0.300910647
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Return on average assets (ROAA),2020,0.530155906
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Return on average assets (ROAA),2019,0.546715097
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Return on average assets (ROAA),2018,0.515881673
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Return on average assets (ROAA),2017,0.482401268
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Return on average equity (ROAE),2023,7.789784493
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Return on average equity (ROAE),2022,6.394029642
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Return on average equity (ROAE),2021,4.714431806
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Return on average equity (ROAE),2020,7.533108617
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Return on average equity (ROAE),2019,7.269281835
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Return on average equity (ROAE),2018,6.613250352
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Return on average equity (ROAE),2017,6.228679266
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Equity to Assets Ratio,2023,7.510607831
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Equity to Assets Ratio,2022,5.201694645
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Equity to Assets Ratio,2021,6.045599819
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Equity to Assets Ratio,2020,6.75819944
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Equity to Assets Ratio,2019,7.342309583
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Equity to Assets Ratio,2018,7.703887748
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Equity to Assets Ratio,2017,7.902664359
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,NPL,2023,2.492596643
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,NPL,2022,2.591368797
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,NPL,2021,3.139886873
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,NPL,2020,3.535030019
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,NPL,2019,4.473893298
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,NPL,2018,4.981065156
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,NPL,2017,5.683678149
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Total assets EUR,2023,27754.731
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Total assets EUR,2022,28563.153
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Total assets EUR,2021,27904.146
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Total assets EUR,2020,25058.42
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Total assets EUR,2019,22989.333
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Total assets EUR,2018,22435.789
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Total assets EUR,2017,21314.166
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Loan Ratio,2023,54.76502727
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Loan Ratio,2022,53.06673251
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Loan Ratio,2021,51.81562267
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Loan Ratio,2020,55.7619395
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Loan Ratio,2019,57.64727058
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Loan Ratio,2018,59.74529356
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Loan Ratio,2017,63.06185285
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Total customer deposits EUR,2023,22638.8
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Total customer deposits EUR,2022,22572.73
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Total customer deposits EUR,2021,21798.638
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Total customer deposits EUR,2020,19812.063
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Total customer deposits EUR,2019,18658.17
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Total customer deposits EUR,2018,18181.5
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Total customer deposits EUR,2017,16699.188
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,LLP,2023,2.053982064
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,LLP,2022,2.263207287
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,LLP,2021,2.233607383
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,LLP,2020,2.039735112
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,LLP,2019,2.60161213
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,LLP,2018,2.809219035
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,LLP,2017,3.207255574
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Deposit Ratio,2023,0.815673551
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Deposit Ratio,2022,0.790274449
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Deposit Ratio,2021,0.781197102
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Deposit Ratio,2020,0.790634964
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Deposit Ratio,2019,0.811601189
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Deposit Ratio,2018,0.810379345
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Deposit Ratio,2017,0.783478368
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Standard deviation of ROAA,2023,0.080786037
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Standard Deviation of ROAA,2022,0.097275563
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Standard Deviation of ROAA,2021,0.112174182
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Standard Deviation of ROAA,2020,0.012599209
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Standard Deviation of ROAA,2019,0.038273299
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Standard Deviation of ROAA,2018,0.02940529
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Standard Deviation of ROAA,2017,0.028015545
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Z Score,2023,4.595948447
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Z Score,2022,4.045977773
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Z score,2021,4.035607551
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Z Score,2020,6.360399174
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Z Score,2019,5.328475288
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Z Score,2018,5.633122841
CAJA LABORAL POPULAR COOP DE CREDITO,MONDRAGON,Z Score,2017,5.67745644
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Return on average assets (ROAA),2023,0.437411853
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Return on average assets (ROAA),2022,0.447670723
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Return on average assets (ROAA),2021,0.313081243
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Return on average assets (ROAA),2020,0.464328966
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Return on average assets (ROAA),2019,0.447569019
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Return on average assets (ROAA),2018,0.562976619
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Return on average assets (ROAA),2017,0.546413394
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Return on average equity (ROAE),2023,3.303021245
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Return on average equity (ROAE),2022,3.303198848
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Return on average equity (ROAE),2021,2.271268663
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Return on average equity (ROAE),2020,3.253745995
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Return on average equity (ROAE),2019,3.33391817
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Return on average equity (ROAE),2018,4.349788159
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Return on average equity (ROAE),2017,4.133504614
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Equity to Assets Ratio,2023,12.61325562
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Equity to Assets Ratio,2022,13.93493379
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Equity to Assets Ratio,2021,13.14361959
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Equity to Assets Ratio,2020,14.49747338
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Equity to Assets Ratio,2019,14.03484628
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Equity to Assets Ratio,2018,12.80524851
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Equity to Assets Ratio,2017,13.09192267
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,NPL,2023,1.487018255
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,NPL,2022,1.330172527
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,NPL,2021,1.536344551
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,NPL,2020,1.752344829
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,NPL,2019,1.937302919
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,NPL,2018,2.127997624
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,NPL,2017,2.552249285
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Total assets EUR,2023,40760.008
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Total assets EUR,2022,37071.902
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Total assets EUR,2021,34649.116
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Total assets EUR,2020,31138.281
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Total assets EUR,2019,29966.242
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Total assets EUR,2018,29514.64
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Total assets EUR,2017,27156.63
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Loan Ratio,2023,71.60446583
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Loan Ratio,2022,74.88701551
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Loan Ratio,2021,75.91176641
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Loan Ratio,2020,78.23643187
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Loan Ratio,2019,77.86000327
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Loan Ratio,2018,74.2483188
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Loan Ratio,2017,74.33572575
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Total customer deposits EUR,2023,10737.164
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Total customer deposits EUR,2022,9955.913
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Total customer deposits EUR,2021,9461.261
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Total customer deposits EUR,2020,8013.918
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Total customer deposits EUR,2019,7505.496
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Total customer deposits EUR,2018,7365.085
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Total customer deposits EUR,2017,7073.589
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,LLP,2023,1.459947244
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,LLP,2022,1.421737757
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,LLP,2021,1.46282404
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,LLP,2020,1.486564773
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,LLP,2019,1.561699628
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,LLP,2018,1.755545923
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,LLP,2017,1.931104961
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Deposit Ratio,2023,0.263423991
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Deposit Ratio,2022,0.268556844
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Deposit Ratio,2021,0.273059232
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Deposit Ratio,2020,0.25736546
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Deposit Ratio,2019,0.25046504
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Deposit Ratio,2018,0.249540059
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Deposit Ratio,2017,0.260473741
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Standard deviation of ROAA,2023,0.061171592
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Standard Deviation of ROAA,2022,0.067714843
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Standard Deviation of ROAA,2021,0.067695176
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Standard Deviation of ROAA,2020,0.050915147
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Standard Deviation of ROAA,2019,0.070597353
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Standard Deviation of ROAA,2018,0.0436886
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Standard Deviation of ROAA,2017,0.050694508
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Z Score,2023,5.362911653
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Z Score,2022,5.358469338
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Z score,2021,5.292217542
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Z Score,2020,5.683095264
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Z Score,2019,5.323697806
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Z Score,2018,5.723548707
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL NORD DE FRANCE SC,LILLE,Z Score,2017,5.573578569
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,Return on average assets (ROAA),2023,0.421188194
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,Return on average assets (ROAA),2022,0.460923031
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,Return on average assets (ROAA),2021,0.387793275
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,Return on average assets (ROAA),2020,0.481626124
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,Return on average assets (ROAA),2019,0.493422592
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,Return on average assets (ROAA),2018,0.526999882
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,Return on average assets (ROAA),2017,0.55957804
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,Return on average equity (ROAE),2023,4.862702009
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,Return on average equity (ROAE),2022,5.297418172
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,Return on average equity (ROAE),2021,4.145358162
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,Return on average equity (ROAE),2020,4.647393929
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,Return on average equity (ROAE),2019,4.728324048
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,Return on average equity (ROAE),2018,5.117434296
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,Return on average equity (ROAE),2017,5.68432691
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,Equity to Assets Ratio,2023,8.501661222
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,Equity to Assets Ratio,2022,8.826684483
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,Equity to Assets Ratio,2021,8.562944765
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,Equity to Assets Ratio,2020,10.28831423
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,Equity to Assets Ratio,2019,10.44317036
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,Equity to Assets Ratio,2018,10.42741957
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,Equity to Assets Ratio,2017,10.1570168
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,NPL,2023,2.743170849
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,NPL,2022,2.549718284
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,NPL,2021,2.699737664
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,NPL,2020,3.042350167
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,NPL,2019,3.09781065
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,NPL,2018,2.993948777
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,NPL,2017,3.475477833
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,Total assets EUR,2023,35242.724
BANQUE POPULAIRE RIVES DE PARIS SC,PARIS,Total assets EUR,2022,34147.635
